Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;Assists;Touches
2173;Mohammed Salisu;GHA;DF;Southampton;Premier League;23;1999;21;21;1889;21;0;0.76;0.19;25;0;0;12.1;0.05;68.9
2174;Roland Sallai;HUN;MFFW;Freiburg;Bundesliga;25;1997;10;6;475;5.3;0;3.4;0.94;27.8;0;0;17.5;0;38.3
2175;Yoann Salmier;GUF;DF;Troyes;Ligue 1;30;1992;20;20;1697;18.9;1;0.53;0.16;30;0.1;0.33;15.1;0;57.4
2176;Salvi;ESP;FWMF;Rayo Vallecano;La Liga;31;1991;12;3;276;3.1;0;0.65;0.65;100;0;0;16.1;0;41
2177;Lazar Samardzic;GER;MF;Udinese;Serie A;20;2002;20;7;836;9.3;4;3.33;1.29;38.7;0.13;0.33;24.4;0.11;58.3
2178;Diadie Samassékou;MLI;MFFW;Hoffenheim;Bundesliga;27;1996;2;1;34;0.4;0;0;0;0;0;0;0;0;57.5
2179;Mama Samba Baldé;GNB;FW;Troyes;Ligue 1;27;1995;20;19;1576;17.5;9;3.14;0.97;30.9;0.15;0.47;16.9;0.17;31
2180;Brice Samba;CGO;GK;Lens;Ligue 1;28;1994;22;22;1980;22;0;0;0;0;0;0;0;0;34.9
2181;Albert Sambi Lokonga;BEL;MF;Arsenal;Premier League;23;1999;6;2;198;2.2;0;0;0;0;0;0;0;0;70
2182;Albert Sambi Lokonga;BEL;MF;Crystal Palace;Premier League;23;1999;2;0;54;0.6;0;0;0;0;0;0;0;0;86.7
2183;Junior Sambia;FRA;DFMF;Salernitana;Serie A;26;1996;10;3;319;3.5;0;1.43;0.57;40;0;0;25.6;0;65.4
2184;Samuel;BRA;FWMF;Valencia;La Liga;23;1999;21;21;1781;19.8;2;2.73;1.06;38.9;0.04;0.1;17.7;0;49.3
2185;Fede San Emeterio;ESP;MF;Cádiz;La Liga;25;1997;17;13;972;10.8;0;0.28;0;0;0;0;17.5;0;41.5
2186;Antonio Sanabria;PAR;FW;Torino;Serie A;26;1996;17;12;1093;12.1;4;2.15;0.74;34.6;0.15;0.44;13.8;0.08;36.4
2187;Leandro Sanca;POR;FWMF;Spezia;Serie A;23;2000;4;0;32;0.4;0;0;0;0;0;0;0;0;42.5
2188;Oihan Sancet;ESP;MF;Athletic Club;La Liga;22;2000;21;19;1415;15.7;8;2.04;0.7;34.4;0.22;0.64;18;0;45.2
2189;Renato Sanches;POR;MF;Paris S-G;Ligue 1;25;1997;14;3;424;4.7;2;1.28;0.85;66.7;0.33;0.5;15.2;0;96.2
2190;Alexis Sánchez;CHI;FW;Marseille;Ligue 1;34;1988;20;17;1468;16.3;9;2.39;1.1;46.2;0.21;0.44;14.6;0.06;45.1
2191;Antonio Sánchez;ESP;MF;Mallorca;La Liga;26;1997;18;7;639;7.1;0;1.41;0.7;50;0;0;22.9;0;50.7
2192;Davinson Sánchez;COL;DF;Tottenham;Premier League;26;1996;13;6;573;6.4;0;0.63;0.31;50;0;0;13;0;76.6
2193;Iván Sánchez;ESP;MFFW;Valladolid;La Liga;30;1992;15;9;708;7.9;0;1.52;0.63;41.7;0;0;23.2;0;51.3
2194;Javi Sánchez;ESP;DF;Valladolid;La Liga;25;1997;17;17;1431;15.9;1;0.5;0.06;12.5;0.13;1;18.1;0;55.3
2195;Manuel Sánchez;ESP;DF;Osasuna;La Liga;22;2000;15;8;834;9.3;0;0.54;0.11;20;0;0;18.5;0.11;57.5
2196;Robert Sánchez;ESP;GK;Brighton;Premier League;25;1997;21;21;1890;21;0;0;0;0;0;0;0;0;36.4
2197;Jadon Sancho;ENG;FW;Manchester Utd;Premier League;22;2000;11;10;746;8.3;3;0.96;0.6;62.5;0.38;0.6;15.3;0.12;47.3
2198;Alex Sandro;BRA;DF;Juventus;Serie A;32;1991;17;13;1140;12.7;0;0.24;0;0;0;0;25.2;0.08;73.3
2199;Leroy Sané;GER;MFFW;Bayern Munich;Bundesliga;27;1996;18;13;1223;13.6;6;3.68;1.47;40;0.12;0.3;20.4;0.22;63.3
2200;Sidi Sané;GER;FW;Schalke 04;Bundesliga;19;2003;1;0;25;0.3;0;0;0;0;0;0;0;0;33.3
2201;Morgan Sanson;FRA;MF;Aston Villa;Premier League;28;1994;2;0;11;0.1;0;0;0;0;0;0;0;0;90
2202;Morgan Sanson;FRA;MF;Strasbourg;Ligue 1;28;1994;3;3;192;2.1;0;0.95;0;0;0;0;14.3;0.48;43.3
2203;Nicola Sansone;ITA;FW;Bologna;Serie A;31;1991;10;5;421;4.7;1;2.98;0.64;21.4;0.07;0.33;19.2;0;36.8
2204;Baptiste Santamaria;FRA;MF;Rennes;Ligue 1;27;1995;10;9;776;8.6;1;1.05;0.58;55.6;0.11;0.2;22.4;0;80.9
2205;Riccardo Saponara;ITA;FW;Fiorentina;Serie A;31;1991;17;7;728;8.1;2;2.84;0.99;34.8;0.09;0.25;20.3;0.25;48.9
2206;Pablo Sarabia;ESP;FW;Wolves;Premier League;30;1992;3;2;194;2.2;0;2.27;0;0;0;0;14.7;0;42.3
2207;Pablo Sarabia;ESP;FWMF;Paris S-G;Ligue 1;30;1992;14;3;370;4.1;0;1.46;0.49;33.3;0;0;10.4;0;54.9
2208;Muhammed Saracevic Cham;AUT;MF;Clermont Foot;Ligue 1;22;2000;23;14;1228;13.6;4;2.13;0.74;34.5;0.1;0.3;20.1;0.15;57.1
2209;Jeremy Sarmiento;ECU;MF;Brighton;Premier League;20;2002;7;1;165;1.8;0;2.78;1.11;40;0;0;20.5;0.56;47.8
2210;Amin Sarr;SWE;FWMF;Lyon;Ligue 1;21;2001;2;0;50;0.6;0;1.67;1.67;100;0;0;5.5;0;26.7
2211;Malang Sarr;FRA;DF;Monaco;Ligue 1;24;1999;9;4;356;4;0;0;0;0;0;0;0;0;71.3
2212;Martin Satriano;URU;FW;Empoli;Serie A;21;2001;20;16;1239;13.8;1;2.1;0.58;27.6;0.03;0.13;16.5;0.07;32
2213;Téji Savanier;FRA;MF;Montpellier;Ligue 1;31;1991;18;18;1559;17.3;7;1.79;0.69;38.7;0.13;0.33;27.4;0.06;73
2214;Esteban Saveljich;MNE;FW;Rayo Vallecano;La Liga;31;1991;1;0;1;0;0;0;0;0;0;0;0;0;0
2215;Stefan Savi?;MNE;DF;Atlético Madrid;La Liga;32;1991;13;13;1154;12.8;0;0;0;0;0;0;0;0;66.2
2216;Joe Scally;USA;DF;M'Gladbach;Bundesliga;20;2002;18;17;1514;16.8;0;0.3;0.06;20;0;0;13.1;0;54.5
2217;Giorgio Scalvini;ITA;DF;Atalanta;Serie A;19;2003;18;15;1231;13.7;2;0.73;0.29;40;0.2;0.5;12;0;67
2218;Gianluca Scamacca;ITA;FW;West Ham;Premier League;24;1999;16;11;926;10.3;3;2.91;0.97;33.3;0.1;0.3;18.7;0;26.5
2219;Gustavo Scarpa;BRA;MFFW;Nott'ham Forest;Premier League;29;1994;4;2;160;1.8;0;3.33;0.56;16.7;0;0;25.6;0;49.4
2220;Kevin Schade;GER;FWMF;Brentford;Premier League;21;2001;3;0;27;0.3;0;0;0;0;0;0;0;0;60
2221;Kevin Schade;GER;FWMF;Freiburg;Bundesliga;21;2001;8;1;182;2;1;2;0.5;25;0.25;1;15;0;50
2222;András Schäfer;HUN;MF;Union Berlin;Bundesliga;23;1999;13;9;754;8.4;0;0.71;0.12;16.7;0;0;22.6;0;40
2223;Fabian Schär;SUI;DF;Newcastle Utd;Premier League;31;1991;21;21;1873;20.8;1;1.54;0.43;28.1;0.03;0.11;15.1;0;64.7
2224;Derry Scherhant;GER;FW;Hertha BSC;Bundesliga;20;2002;5;1;145;1.6;0;1.88;0;0;0;0;15.2;0;30.6
2225;Patrik Schick;CZE;FW;Leverkusen;Bundesliga;27;1996;11;10;858;9.5;2;2.95;1.26;42.9;0.07;0.17;13.7;0;33.4
2226;Kingsley Schindler;GER;DFMF;Köln;Bundesliga;29;1993;16;3;567;6.3;0;0;0;0;0;0;0;0;55.1
2227;Xaver Schlager;AUT;MF;RB Leipzig;Bundesliga;25;1997;16;14;1264;14;1;0.29;0.07;25;0.25;1;23;0;64.1
2228;Keven Schlotterbeck;GER;DF;Freiburg;Bundesliga;25;1997;2;0;14;0.2;0;0;0;0;0;0;0;0;55
2229;Keven Schlotterbeck;GER;DF;Bochum;Bundesliga;25;1997;4;3;287;3.2;1;0.94;0.31;33.3;0.33;1;10.9;0;50.9
2230;Nico Schlotterbeck;GER;DF;Dortmund;Bundesliga;23;1999;20;20;1734;19.3;3;0.67;0.21;30.8;0.23;0.75;18.7;0.21;86.2
2231;Jeffrey Schlupp;GHA;MF;Crystal Palace;Premier League;30;1992;22;19;1630;18.1;1;0.88;0.33;37.5;0.06;0.17;18.5;0;45.9
2232;Kasper Schmeichel;DEN;GK;Nice;Ligue 1;36;1986;21;21;1890;21;0;0;0;0;0;0;0;0;36.2
2233;Romano Schmid;AUT;MF;Werder Bremen;Bundesliga;23;2000;15;10;943;10.5;0;0.86;0;0;0;0;26.7;0.19;57.1
2234;Niklas Schmidt;GER;MF;Werder Bremen;Bundesliga;24;1998;12;4;502;5.6;1;1.61;0.54;33.3;0.11;0.33;20.1;0;59.3
2235;Benno Schmitz;GER;DF;Köln;Bundesliga;28;1994;18;17;1393;15.5;1;0.32;0.06;20;0.2;1;19.8;0;61.9
2236;Jerdy Schouten;NED;MF;Bologna;Serie A;26;1997;17;13;1158;12.9;0;0.31;0.08;25;0;0;20.7;0.08;57.2
2237;Perr Schuurs;NED;DF;Torino;Serie A;23;1999;16;15;1200;13.3;0;0.53;0.08;14.3;0;0;16.3;0.15;53.8
2238;Marvin Schwäbe;GER;GK;Köln;Bundesliga;27;1995;19;19;1710;19;0;0;0;0;0;0;0;0;43.3
2239;Alexander Schwolow;GER;GK;Schalke 04;Bundesliga;30;1992;17;17;1530;17;0;0.06;0;0;0;0;5.5;0;40.4
2240;Demba Seck;SEN;FWMF;Torino;Serie A;22;2001;10;5;361;4;0;1.75;0.5;28.6;0;0;17.9;0;41
2241;Haris Seferovi?;SUI;MF;Celta Vigo;La Liga;30;1992;1;0;27;0.3;0;0;0;0;0;0;0;0;50
2242;Jacopo Segre;ITA;DF;Torino;Serie A;25;1997;1;0;21;0.2;0;0;0;0;0;0;0;0;60
2243;Paul Seguin;GER;MF;Union Berlin;Bundesliga;27;1995;13;3;440;4.9;1;1.22;0.41;33.3;0.17;0.5;20;0.61;54.7
2244;Alidu Seidu;GHA;DF;Clermont Foot;Ligue 1;22;2000;20;20;1753;19.5;0;0.26;0.05;20;0;0;33.6;0;58.8
2245;Davie Selke;GER;FW;Hertha BSC;Bundesliga;28;1995;13;3;282;3.1;1;1.61;0.97;60;0;0;17.6;0.32;34.8
2246;Davie Selke;GER;FW;Köln;Bundesliga;28;1995;4;1;122;1.4;0;0;0;0;0;0;0;0;26.4
2247;Matz Sels;BEL;GK;Strasbourg;Ligue 1;30;1992;22;22;1980;22;0;0;0;0;0;0;0;0;30
2248;Nélson Semedo;POR;DF;Wolves;Premier League;29;1993;20;15;1272;14.1;0;0.21;0;0;0;0;23.8;0.07;60.9
2249;Vivaldo Semedo;POR;FW;Udinese;Serie A;18;2005;1;0;1;0;0;0;0;0;0;0;0;0;0
2250;Antoine Semenyo;GHA;FWMF;Bournemouth;Premier League;23;2000;2;1;102;1.1;0;0.91;0;0;0;0;18.6;0;30.9
2251;Marvin Senaya;TOG;DF;Strasbourg;Ligue 1;22;2001;1;0;9;0.1;0;0;0;0;0;0;0;0;70
2252;Marcos Senesi;ARG;DF;Bournemouth;Premier League;25;1997;18;17;1428;15.9;1;0.13;0.06;50;0.5;1;5.1;0;57.5
2253;Stefano Sensi;ITA;MF;Monza;Serie A;27;1995;14;12;966;10.7;2;1.21;0.56;46.2;0.15;0.33;26.5;0;85.1
2254;Jaime Seoane;ESP;MF;Getafe;La Liga;26;1997;11;2;287;3.2;0;0.63;0;0;0;0;21.7;0;38.4
2255;Luigi Sepe;ITA;GK;Salernitana;Serie A;31;1991;15;15;1350;15;0;0;0;0;0;0;0;0;39.4
2256;Suat Serdar;GER;MF;Hertha BSC;Bundesliga;25;1997;18;16;1264;14;4;1.29;0.36;27.8;0.22;0.8;18.6;0;45
2257;Leonardo Sernicola;ITA;DF;Cremonese;Serie A;25;1997;17;15;1355;15.1;1;1.19;0.26;22.2;0.06;0.25;20.4;0.07;47.7
2258;Ryan Sessegnon;ENG;DF;Tottenham;Premier League;22;2000;17;9;813;9;2;2;0.67;33.3;0.11;0.33;14.6;0;54.9
2259;Stephan El Shaarawy;ITA;DFMF;Roma;Serie A;30;1992;16;5;709;7.9;3;2.15;1.14;52.9;0.18;0.33;17.9;0;69.1
2260;Luke Shaw;ENG;DF;Manchester Utd;Premier League;27;1995;18;17;1503;16.7;1;0.36;0.18;50;0.17;0.33;17.2;0.06;84.4
2261;Jonjo Shelvey;ENG;MF;Newcastle Utd;Premier League;30;1992;3;0;37;0.4;0;0;0;0;0;0;0;0;70
2262;Jonjo Shelvey;ENG;MF;Nott'ham Forest;Premier League;30;1992;1;0;35;0.4;0;0;0;0;0;0;0;0;62.5
2263;Eldor Shomurodov;UZB;FW;Spezia;Serie A;27;1995;2;2;165;1.8;0;1.67;0;0;0;0;15;0;27.8
2264;Eldor Shomurodov;UZB;FW;Roma;Serie A;27;1995;6;1;119;1.3;0;4.62;2.31;50;0;0;19.8;0;40.8
2265;Kaj Sierhuis;NED;FW;Reims;Ligue 1;24;1998;2;0;19;0.2;0;0;0;0;0;0;0;0;30
2266;Vincent Sierro;SUI;MFFW;Toulouse;Ligue 1;27;1995;3;0;41;0.5;0;0;0;0;0;0;0;0;70
2267;Kiliann Sildillia;FRA;DFMF;Freiburg;Bundesliga;20;2002;18;17;1445;16.1;0;0.5;0;0;0;0;20.1;0.12;57.6
2268;André Silva;POR;FW;RB Leipzig;Bundesliga;27;1995;20;14;1198;13.3;4;2.93;1.28;43.6;0.1;0.24;13.6;0.23;37.8
2269;Bernardo Silva;POR;MFFW;Manchester City;Premier League;28;1994;20;16;1410;15.7;2;1.08;0.32;29.4;0.12;0.4;18.2;0.32;71.7
2270;Caio Henrique Oliveira Silva;BRA;DF;Monaco;Ligue 1;25;1997;20;19;1712;19;1;0.47;0.32;66.7;0.11;0.17;22;0.37;69.2
2271;David Silva;ESP;MF;Real Sociedad;La Liga;37;1986;16;15;1115;12.4;1;1.21;0.65;53.3;0.07;0.13;14.9;0.16;61.9
2272;Rui Silva;POR;GK;Betis;La Liga;29;1994;18;18;1620;18;0;0;0;0;0;0;0;0;36.8
2273;Thiago Silva;BRA;DF;Chelsea;Premier League;38;1984;20;19;1794;19.9;0;0.5;0.05;10;0;0;11.9;0.1;91.1
2274;Marco Silvestri;ITA;GK;Udinese;Serie A;31;1991;21;21;1890;21;0;0;0;0;0;0;0;0;31.6
2275;Abdallah Sima;SEN;FW;Angers;Ligue 1;21;2001;18;10;931;10.3;2;2.33;0.49;20.8;0.08;0.4;11.4;0;29
2276;Mohamed Simakan;FRA;DF;RB Leipzig;Bundesliga;22;2000;12;11;824;9.2;1;0.76;0.22;28.6;0.14;0.5;13.7;0.11;85.2
2277;Giovanni Simeone;ARG;FW;Napoli;Serie A;27;1995;12;0;180;2;3;2.5;2;80;0.6;0.75;15.9;0;52
2278;Ellis Simms;ENG;FW;Everton;Premier League;22;2001;2;0;17;0.2;0;0;0;0;0;0;0;0;25
2279;Eduardo Simões;POR;DF;Hoffenheim;Bundesliga;20;2002;4;1;88;1;0;0;0;0;0;0;0;0;81
2280;Moses Simon;NGA;FWMF;Nantes;Ligue 1;27;1995;19;19;1565;17.4;5;1.32;0.34;26.1;0.17;0.67;18.4;0.11;37.1
2281;Unai Simón;ESP;GK;Athletic Club;La Liga;25;1997;21;21;1890;21;0;0;0;0;0;0;0;0;31.9
2282;Lassine Sinayoko;MLI;MFFW;Auxerre;Ligue 1;23;1999;21;14;1188;13.2;0;2.05;0.45;22.2;0;0;17.7;0.15;46.4
2283;Wilfried Singo;CIV;DF;Torino;Serie A;22;2000;16;11;1071;11.9;0;1.18;0.25;21.4;0;0;15.5;0.08;62.4
2284;Luis Sinisterra;COL;FW;Leeds United;Premier League;23;1999;12;8;537;6;2;2.17;0.83;38.5;0.15;0.4;17.3;0;49.5
2285;Daley Sinkgraven;NED;DFMF;Leverkusen;Bundesliga;27;1995;7;3;258;2.9;0;1.03;0.34;33.3;0;0;18.9;0.34;60.3
2286;Tobias Sippel;GER;GK;M'Gladbach;Bundesliga;34;1988;3;3;270;3;0;0;0;0;0;0;0;0;47.7
2287;Hugo Siquet;BEL;DF;Freiburg;Bundesliga;20;2002;2;0;17;0.2;0;0;0;0;0;0;0;0;55
2288;Ibrahima Sissoko;FRA;MF;Strasbourg;Ligue 1;25;1997;12;4;486;5.4;0;1.11;0;0;0;0;15.2;0;54.4
2289;Moussa Sissoko;FRA;MF;Nantes;Ligue 1;33;1989;15;13;1147;12.7;1;0.79;0.24;30;0.1;0.33;14.3;0;42.9
2290;Tim Skarke;GER;DFMF;Union Berlin;Bundesliga;26;1996;3;0;53;0.6;0;6.67;3.33;50;0;0;22.6;0;83.3
2291;Tim Skarke;GER;FWMF;Schalke 04;Bundesliga;26;1996;3;3;212;2.4;0;2.92;0.83;28.6;0;0;26.4;0;44.2
2292;Ellyes Skhiri;TUN;MF;Köln;Bundesliga;27;1995;18;18;1596;17.7;3;1.07;0.23;21.1;0.16;0.75;15.4;0.06;62.8
2293;Oliver Skipp;ENG;MF;Tottenham;Premier League;22;2000;8;3;198;2.2;0;0.45;0.45;100;0;0;12.6;0;51.4
2294;Leo Skiri Østigård;NOR;DF;Napoli;Serie A;23;1999;4;2;220;2.4;0;0.83;0;0;0;0;26.6;0;91.3
2295;?ukasz Skorupski;POL;GK;Bologna;Serie A;31;1991;21;21;1890;21;0;0;0;0;0;0;0;0;36.8
2296;Robert Skov;DEN;DF;Hoffenheim;Bundesliga;26;1996;16;14;1051;11.7;3;2.91;0.85;29.4;0.03;0.1;22.4;0.17;61.4
2297;Milan Škriniar;SVK;DF;Inter;Serie A;28;1995;20;19;1679;18.7;0;0.43;0.11;25;0;0;12;0;76.5
2298;Naatan Skyttä;FIN;MF;Toulouse;Ligue 1;20;2002;2;0;23;0.3;0;3.33;0;0;0;0;15.5;0;46.7
2299;Islam Slimani;ALG;FW;Brest;Ligue 1;34;1988;16;11;986;11;1;1.27;0.18;14.3;0.07;0.5;14.1;0.09;42.5
2300;Chris Smalling;ENG;DF;Roma;Serie A;33;1989;22;21;1953;21.7;3;0.55;0.14;25;0.25;1;7.9;0;50.6
2301;Adam Smith;ENG;DF;Bournemouth;Premier League;31;1991;21;21;1805;20.1;0;0.15;0.05;33.3;0;0;12.5;0.05;49.1
2302;Emile Smith Rowe;ENG;MFFW;Arsenal;Premier League;22;2000;5;0;52;0.6;0;3.33;1.67;50;0;0;17.5;0;48.3
2303;Hrvoje Smol?i?;CRO;DF;Eint Frankfurt;Bundesliga;22;2000;7;2;291;3.2;0;0.31;0;0;0;0;13.8;0;79.7
2304;Cédric Soares;POR;DF;Arsenal;Premier League;31;1991;2;0;29;0.3;0;0;0;0;0;0;0;0;90
2305;Cédric Soares;POR;DF;Fulham;Premier League;31;1991;1;0;1;0;0;0;0;0;0;0;0;0;2
2306;Danilo Soares;BRA;DF;Bochum;Bundesliga;31;1991;14;14;1130;12.6;0;0.08;0;0;0;0;28.2;0;62.4
2307;Eduard Sobol;UKR;DFMF;Strasbourg;Ligue 1;27;1995;3;2;177;2;0;0.5;0;0;0;0;21.4;0;41.5
2308;Rubén Sobrino;ESP;FWMF;Cádiz;La Liga;30;1992;17;13;1178;13.1;1;1.3;0.61;47.1;0.06;0.13;12.9;0.08;32.2
2309;Alex Sola;ESP;DF;Real Sociedad;La Liga;23;1999;5;3;275;3.1;0;1.29;0.32;25;0;0;26.4;0;62.6
2310;Dominic Solanke;ENG;FWMF;Bournemouth;Premier League;25;1997;17;16;1431;15.9;3;2.26;1.01;44.4;0.08;0.19;14.2;0.19;29.7
2311;Augusto Solari;ARG;MFFW;Celta Vigo;La Liga;31;1992;8;2;194;2.2;0;0.91;0;0;0;0;14.4;0.45;56.4
2312;Ola Solbakken;NOR;MFFW;Roma;Serie A;24;1998;3;0;7;0.1;0;0;0;0;0;0;0;0;80
2313;Nikola Soldo;CRO;DF;Köln;Bundesliga;22;2001;6;5;503;5.6;0;1.07;0;0;0;0;15.2;0;62.3
2314;Carlos Soler;ESP;MF;Valencia;La Liga;26;1997;3;3;242;2.7;1;1.48;0.37;25;0;0;30;0;53
2315;Carlos Soler;ESP;MF;Paris S-G;Ligue 1;26;1997;15;9;727;8.1;2;0.86;0.49;57.1;0.29;0.5;14.2;0.25;59.3
2316;François-Joseph Sollacaro;FRA;GK;Ajaccio;Ligue 1;28;1994;3;3;270;3;0;0;0;0;0;0;0;0;21.3
2317;Manor Solomon;ISR;FW;Fulham;Premier League;23;1999;5;0;79;0.9;1;2.22;2.22;100;0.5;0.5;18.6;0;41.1
2318;Yann Sommer;SUI;GK;Bayern Munich;Bundesliga;34;1988;5;5;450;5;0;0;0;0;0;0;0;0;43.8
2319;Yann Sommer;SUI;GK;M'Gladbach;Bundesliga;34;1988;10;10;900;10;0;0;0;0;0;0;0;0;63.8
2320;Brandon Soppy;FRA;DF;Udinese;Serie A;20;2002;1;1;90;1;0;2;1;50;0;0;18.5;0;48
2321;Brandon Soppy;FRA;DF;Atalanta;Serie A;20;2002;10;7;523;5.8;0;0.86;0.17;20;0;0;21.2;0.52;55.3
2322;David Soria;ESP;GK;Getafe;La Liga;29;1993;20;20;1800;20;0;0;0;0;0;0;0;0;31.3
2323;Roberto Soriano;ITA;FWMF;Bologna;Serie A;32;1991;20;11;1025;11.4;0;0.79;0.09;11.1;0;0;19.5;0.26;49.2
2324;Borna Sosa;CRO;DFMF;Stuttgart;Bundesliga;25;1998;14;11;987;11;0;0.82;0.27;33.3;0;0;20.2;0.55;71.5
2325;Joaquin Sosa;URU;DF;Bologna;Serie A;21;2002;5;2;250;2.8;0;0.71;0.36;50;0;0;39.8;0;55.4
2326;Florian Sotoca;FRA;MFFW;Lens;Ligue 1;32;1990;22;20;1788;19.9;6;2.76;0.9;32.7;0.09;0.28;14.8;0.3;56.6
2327;Riccardo Sottil;ITA;FW;Fiorentina;Serie A;23;1999;7;5;432;4.8;0;2.5;1.46;58.3;0;0;20.1;0.42;42.9
2328;Tomáš Sou?ek;CZE;MF;West Ham;Premier League;27;1995;22;18;1655;18.4;1;1.03;0.33;31.6;0.05;0.17;11.4;0.05;46
2329;Matìas Soulé;ARG;MFDF;Juventus;Serie A;19;2003;9;2;238;2.6;0;1.92;1.15;60;0;0;20.6;0;56.9
2330;Moussa Soumano;FRA;MFFW;Ajaccio;Ligue 1;17;2005;2;0;37;0.4;1;5;2.5;50;0.5;1;20.1;0;17.5
2331;Adama Soumaoro;FRA;DF;Bologna;Serie A;30;1992;15;14;1232;13.7;0;0.15;0.07;50;0;0;8.8;0;53.9
2332;Boubakary Soumaré;FRA;MF;Leicester City;Premier League;23;1999;14;12;836;9.3;0;0.11;0;0;0;0;28;0;64.1
2333;Arnaud Souquet;FRA;DFFW;Montpellier;Ligue 1;31;1992;12;3;361;4;0;0.25;0;0;0;0;20.7;0;46.3
2334;Dyego Sousa;POR;FW;Almería;La Liga;33;1989;13;2;347;3.9;0;2.56;0.77;30;0;0;15.4;0.26;43.3
2335;Harry Souttar;AUS;DF;Leicester City;Premier League;24;1998;2;2;180;2;0;0;0;0;0;0;0;0.5;50
2336;Vinicius Souza;BRA;MF;Espanyol;La Liga;23;1999;18;18;1527;17;0;0.24;0.06;25;0;0;27.4;0;46
2337;Djibril Sow;SUI;MF;Eint Frankfurt;Bundesliga;26;1997;19;17;1529;17;2;0.76;0.24;30.8;0.15;0.5;26.4;0;62.3
2338;Çaðlar Söyüncü;TUR;DF;Leicester City;Premier League;26;1996;2;1;79;0.9;0;0;0;0;0;0;0;0;63.3
2339;Kevin Spadanuda;SUI;MFFW;Ajaccio;Ligue 1;26;1997;12;6;483;5.4;0;0.56;0;0;0;0;16.2;0;33.1
2340;Djed Spence;ENG;FWDF;Tottenham;Premier League;22;2000;4;0;7;0.1;0;10;0;0;0;0;8.9;0;120
2341;Djed Spence;ENG;DF;Rennes;Ligue 1;22;2000;1;1;83;0.9;0;1.11;0;0;0;0;11.3;0;60
2342;Stijn Spierings;NED;MF;Toulouse;Ligue 1;26;1996;22;22;1980;22;2;0.82;0.14;16.7;0.11;0.67;20.5;0;70.6
2343;Leonardo Spinazzola;ITA;DF;Roma;Serie A;29;1993;13;9;807;9;0;0.44;0.22;50;0;0;17;0.11;59.6
2344;Marco Sportiello;ITA;GK;Atalanta;Serie A;30;1992;7;6;623;6.9;0;0;0;0;0;0;0;0;36.4
2345;Jack Stacey;ENG;DF;Bournemouth;Premier League;26;1996;9;3;297;3.3;0;0.3;0;0;0;0;16;0;50.6
2346;Anton Stach;GER;MF;Mainz 05;Bundesliga;24;1998;18;13;1206;13.4;1;1.57;0.52;33.3;0.05;0.14;21.7;0.22;52.5
2347;Kostas Stafylidis;GRE;MFDF;Bochum;Bundesliga;29;1993;10;5;507;5.6;0;1.43;0;0;0;0;28.9;0.36;52
2348;Jens Stage;DEN;MF;Werder Bremen;Bundesliga;26;1996;19;9;842;9.4;1;0.64;0.32;50;0.17;0.33;13.3;0.11;41
2349;Josip Staniši?;CRO;DF;Bayern Munich;Bundesliga;22;2000;8;1;268;3;0;0;0;0;0;0;0;0;90.7
2350;Junior Stanislas;ENG;MF;Bournemouth;Premier League;33;1989;4;0;61;0.7;0;1.43;0;0;0;0;24.5;0;48.6
2351;Jay Stansfield;ENG;FW;Fulham;Premier League;20;2002;3;1;87;1;0;2;0;0;0;0;13.9;0;35
2352;Niklas Stark;GER;DF;Werder Bremen;Bundesliga;27;1995;15;11;1063;11.8;0;0.17;0.08;50;0;0;13.3;0;69.6
2353;Calvin Stengs;NED;FW;Nice;Ligue 1;24;1998;4;3;212;2.4;0;1.25;0.42;33.3;0;0;20.1;0;49.6
2354;Pascal Stenzel;GER;DF;Stuttgart;Bundesliga;26;1996;10;3;318;3.5;0;0.57;0;0;0;0;17.5;0.29;70
2355;Jack Stephens;ENG;DF;Southampton;Premier League;29;1994;2;0;46;0.5;0;0;0;0;0;0;0;0;66
2356;Jack Stephens;ENG;DF;Bournemouth;Premier League;29;1994;5;3;273;3;0;0;0;0;0;0;0;0;37.7
2357;Raheem Sterling;ENG;FWMF;Chelsea;Premier League;28;1994;16;14;1144;12.7;4;1.65;0.79;47.6;0.19;0.4;12.7;0.16;42
2358;Angelo Stiller;GER;MF;Hoffenheim;Bundesliga;21;2001;13;3;418;4.6;0;0.65;0.22;33.3;0;0;24.6;0.22;62.6
2359;Lars Stindl;GER;FWMF;M'Gladbach;Bundesliga;34;1988;14;10;890;9.9;4;2.32;1.01;43.5;0.17;0.4;20.5;0.61;48.5
2360;Kevin Stöger;AUT;MF;Bochum;Bundesliga;29;1993;19;17;1549;17.2;1;1.69;0.23;13.8;0.03;0.25;24.9;0.06;66.9
2361;Petar Stojanovi?;SVN;DF;Empoli;Serie A;27;1995;18;13;1175;13.1;0;0.38;0.08;20;0;0;23.9;0.08;67.7
2362;John Stones;ENG;DF;Manchester City;Premier League;28;1994;14;13;1181;13.1;0;0.53;0.08;14.3;0;0;13;0.15;86
2363;Jørgen Strand Larsen;NOR;FW;Celta Vigo;La Liga;23;2000;16;12;1000;11.1;2;2.25;0.72;32;0.08;0.25;12.4;0.27;30
